"input,time",
"45,443300",
"48,2551900",
"49,1173800",
"51,657550",
"53,1385000",
"54,1183828",
"55,1311366",
"56,7496000",
"57,8014000",
"58,241300",
"59,327100",
"60,8759300",
average time,1934729
